1.682540943815418005e+09,9.312679767608642578e-01,8.185852776342095183e-03,0.000000000000000000e+00,0.000000000000000000e+00.1,0.000000000000000000e+00.2,0.000000000000000000e+00.3,0.000000000000000000e+00.4,6.670525977312768973e-02,1.704923310141012172e-01,2.944115283851016507e-01,-4.690531782865048349e-01,1.302477853489634185e-01,1.856703631414212241e+00,5.456471360639405521e-01,-2.943372916711166631e-01,1.981864883316935000e-01,1.826298361844188367e+00,4.720066949163865266e-01,-7.046732604625294272e-03,2.538407750390589968e-01,1.945321242592674471e+00,4.004714514875030718e-01,-5.941308426072382076e+00,3.948471598895517687e-01,1.703225336370020937e+00,4.571609910157136136e-01,-5.685874171742399952e+00,1.682540930096444845e+09,9.963017702102661133e-01,2.374697523431379409e-02,4.874866268248001511e-01,2.770433058938335247e-01,5.693497153155848561e-02,-4.891524127013662238e-01,3.342043167980821572e-01,3.680667687106025099e-01,2.424183168117137188e-01,-3.193598678867699547e-01,3.042009305676329767e-01,6.670081236856595375e-01,3.292598335445140467e-01,-1.898191687396204586e-01,2.607446989493245049e-01,6.075814633921332586e-01,2.817672960537022653e-01,-6.269412947210728504e+00,1.669460870460857116e-01,3.795579461935790211e-01,1.928599165560666850e-01,-6.175365763298938937e+00
1682540949.8732188,0.5474902391433716,0.005680679025617863,0.0,0.0,0.0,0.0,0.0,0.10202366488839232,0.10176011106107954,0.06064487694468698,-0.3443323908471321,0.1875299651781757,0.6284853091249345,1.9761662183152544,-0.41670964025943297,0.12731447753203184,0.2069543655446592,0.3575116887575778,-0.15967027965547587,0.13802401182547408,0.04503754956350001,0.07622359081838935,-6.181042859669003,0.1288443401311916,0.0326790088470438,0.009351524357201168,-6.030793577743053,,,,,,,,,,,,,,,,,,,,,,,
1682540950.7768028,0.5073009729385376,0.006275538029654193,0.0,0.0,0.0,0.0,0.0,0.1176299898129276,0.103852312431478,0.014541152723003012,-0.3153798795799583,0.2915625831625221,1.3419398852605775,1.5445366441449864,-0.31705312253577134,0.19369059623325577,0.8385789599518931,2.1180620154388032,-0.2026220728520061,0.19745688245745183,0.39608583326949337,2.496902303959987,-6.227556818819275,0.18990034449245208,0.12238530620454018,2.3688100940423533,-6.025262396734156,,,,,,,,,,,,,,,,,,,,,,,
1682540950.9174263,0.8013492822647095,0.006300551806649679,0.0,0.0,0.0,0.0,0.0,0.07627874228025666,0.036375009699586965,0.20776557041261315,-0.35620135422456434,0.07779021773316641,3.0762088796852285,0.1106734549510698,-0.3065588981313887,0.07008632624813238,0.9622890938157262,1.7467982309623304,-0.24368251107991143,0.07705883524883948,0.8784115536790584,1.6964776127622876,-0.03861842667852011,0.08478815775914805,0.2696905865780204,1.5449643407802338,-6.181019856280876,,,,,,,,,,,,,,,,,,,,,,,
1682540952.5490634,0.5029929876327515,0.005794405202671271,0.0,0.0,0.0,0.0,0.0,0.21086822159331753,0.2284164455543121,0.1695180314896036,-0.2977201352037202,0.43249557497684415,0.9367026814794093,1.8356629867117145,-0.32647880041438254,0.33648672103255306,0.9840966184488436,1.5754668267124083,-0.13938165879331832,0.33272768324308233,1.3025870842785612,1.3987979448629415,-6.131433967240369,0.301542919795343,0.6385137584536058,1.7679133933624847,-5.879919665089876,,,,,,,,,,,,,,,,,,,,,,,
1682540963.403793,0.9508383870124816,0.0045414891338815275,0.0,0.0,0.0,0.0,0.0,0.20171254689310336,0.01945095167774029,0.16053011444571855,-0.009354364582589536,0.36664818928189824,0.01481616053757814,0.0996042116258235,-0.27713481140318,0.3660861763827308,0.022370197274543344,0.0956491192231446,-0.07861818436548208,0.3905404100207637,0.07220828996041577,0.004865995953591673,-6.093698507865998,0.3629546801708927,0.04453363123181647,0.01814959727790545,-5.880869693539259,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1682540930.2492068,0.9871975183486937,0.025299352621285465,0.41483608383846615,0.24293302833676209,0.09350542006788644,-0.45294054456943383,0.3001956238680257,0.4025754842615186,0.30714389016412974,-0.30201202792068393,0.28148087846314285,0.693080636666957,0.4100664048441274,-0.13488613567663954,0.23616943473211768,0.5801988106300705,0.3048324972716471,-6.217788123554701,0.17145613981089936,0.37341214580683896,0.22702802859326687,-6.141200076312615
,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1682540930.3738427,0.9736104011535645,0.026360713043811042,0.37086836683908814,0.24633080455363707,0.14710984296125848,-0.41442707651667826,0.30361018038681653,0.4398361979852969,0.3550612046326644,-0.2942763619007751,0.28675987211712695,0.7480884968899554,0.48293630046920366,-0.11374633468469186,0.24145815867508705,0.6056596648819401,0.3288077139434524,-6.209660944030345,0.17529828652782786,0.3681938220857201,0.22210536770349576,-6.138220790380217
,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1682540930.4845467,0.9775075912475586,0.027087490643294743,0.3316146344558808,0.22389434074280795,0.1226901787145774,-0.43913415489201135,0.25732380048706327,0.39182580724020233,0.2767496166038425,-0.26460497811952693,0.23379134356579945,0.6693897312962782,0.4875093498589239,-0.0823545482321113,0.20440136671766407,0.5542339630035883,0.3101980957111704,-6.187740149299492,0.16799637894584896,0.3287282509427407,0.19085837167659167,-6.1235932222915626
,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1682540930.6401327,0.9723452329635619,0.027391401309383667,0.33373409274554033,0.22557910873823592,0.13748192382505395,-0.4275753276269447,0.2637503719430265,0.4009485451824681,0.29980821429891347,-0.25093512367541004,0.24711654192360963,0.7030925885498021,0.5237458699283704,-0.0768219616536756,0.21516778532892333,0.5829045730760398,0.34092083145389845,-6.188445626530417,0.17397742543343142,0.34022276867862744,0.2051440532258148,-6.130434614258306
