1.673374255007714510e+09,9.956434369087219238e-01,1.174410433661376985e-02,8.741890051500877945e-02,7.355524809378591877e-01,1.418968744817109551e-01,-6.275607723896348134e+00,1.291315630462791297e+00,4.585268248983857542e-01,9.422042705076850988e-02,-5.885553155398357106e+00,9.774176441380095781e-01,1.029224602196442850e+00,1.554999547611456978e-01,-3.692818460292270899e-01,7.367783004259820245e-01,1.312418672957085697e+00,1.905380767866303449e-01,-1.990256908328991159e-01,2.709774084729326127e-01,2.098531879129814370e-01,4.944757023448397883e-03,-3.474842909476758557e-01
1.673374257102326155e+09,9.927262067794799805e-01,1.198721201026886618e-02,6.950868530076936835e-02,5.793338201327171699e-01,1.870633214344978590e-01,-6.275539224182224984e-03,1.206733990630496578e+00,3.966166001924009699e-01,1.374728068378032186e-01,-5.784136981827823654e+00,1.136827213278981841e+00,8.879350242389504322e-01,1.140858142153319682e-01,-4.408283030933404234e-01,1.029447224836896435e+00,1.049198828441319620e+00,1.495908237425268572e-01,-4.487510839974291343e-01,4.388473813269850865e-01,2.539866138599418052e-02,6.451644088562659418e-02,-5.712756245800294508e-01
1.673374257647931814e+09,9.753441810607910156e-01,1.896860927526500262e-02,1.362945866968292563e-01,3.115404732313628577e-01,4.979341576702271399e-01,-2.071732247875397448e-01,1.290535755223978898e+00,8.713624592765222276e-01,2.970989331847552206e-01,-9.676805939759489661e-01,1.013909497691197537e+00,1.084909106647621968e+00,3.132828976266553989e-01,-8.239136891822278486e-01,1.035034691293640563e+00,1.198560107626816418e+00,2.683410673687816050e-01,-6.963827497144836620e-01,6.632890669601483324e-01,1.120120286115033004e+00,3.868808161496344877e-01,-7.730474289691207090e-01
1.673374257787580013e+09,9.619520902633666992e-01,1.174804703540033302e-02,1.338061952388760467e-01,3.688077287447595332e-01,3.855843502549171076e-01,-6.127036670417318476e-02,9.870997239707155479e-01,7.981489763317551889e-01,1.243393750625220451e-01,-6.034987719262202788e+00,5.705690940329199989e-01,1.464739715800596365e+00,8.139513567737637068e-02,-1.503953755984759333e-01,4.004910370923502327e-01,1.744847317889875349e+00,9.901583412920360316e-02,-1.889904246180851288e-01,2.465399310739617711e-01,1.451567207654195668e+00,1.734311787473458433e-01,-4.069711783309504227e-01
1.673374258061595678e+09,9.832560420036315918e-01,1.079206354381456734e-02,1.076819546464617972e-01,2.581016193620700450e-01,2.842464869771928471e-01,-6.254685059736118546e+00,1.044656026421390660e+00,5.283327293500311717e-01,8.017520215201362488e-02,-5.930194513120966349e+00,9.241786571764718516e-01,9.605631545779886871e-01,4.810544179417849953e-02,-2.490345014811574664e-01,8.573345752121448449e-01,1.167634159490595902e+00,1.030374872340108494e-01,-3.373830289998984711e-01,6.312441635900798431e-01,1.029834971226404106e+00,2.057161611324664352e-01,-5.593455612741684568e-01
1.673374258246553659e+09,9.698935151100158691e-01,1.129672400767134377e-02,7.213068238145670108e-02,3.138849723195335506e-01,2.574684077396568460e-01,-9.154545344413245189e-02,9.844843135799052902e-01,6.317915151307452737e-01,6.447118807138770002e-02,-6.006972299048918273e+00,8.847596499525556268e-01,9.773882653492999006e-01,5.493130026778329789e-02,-2.303484056122404589e-01,7.999309317101652717e-01,1.187359454377219015e+00,1.025047081787182068e-01,-3.150759589972436103e-01,5.646047163666829682e-01,9.162858325196137077e-01,2.740246190816561511e-01,-5.857444015812411919e-01
1.673374258371557713e+09,9.635981321334838867e-01,1.068245964312053431e-02,4.469733050128432694e-03,3.796138012733961675e-01,2.943973980970881477e-01,-8.629679254442823577e-02,1.082467490041748359e+00,5.249595189582364485e-01,3.937096107165626024e-02,-5.946026398525669165e+00,1.093826843221225698e+00,8.144476387623571512e-01,3.709510136870777797e-02,-3.644160773169184964e-01,1.025013102393402153e+00,1.007313967458066895e+00,1.047584032187267034e-01,-4.844634500446849401e-01,7.076187669797917579e-01,7.708925960492761797e-01,3.312322586866692786e-01,-7.415440921031866139e-01
1.673374260384467602e+09,9.689495563507080078e-01,1.159176571083531115e-02,1.547330312331229862e-03,4.197272683197458831e-01,2.656721242623416024e-01,-8.840464960342542255e-02,1.084349856033936632e+00,5.833907254028954936e-01,4.377327572058126864e-02,-5.978099720852176446e+00,1.087517744955655008e+00,8.880514756734531057e-01,5.456431488932533824e-02,-4.213740578896438826e-01,9.824439611424469199e-01,1.131378179599273892e+00,1.240474674811576777e-01,-5.433821414153179319e-01,5.769773770955888281e-01,1.002882891782008734e+00,3.420298648068476055e-01,-6.949057525144799463e-01
1.673374260517396688e+09,9.692996740341186523e-01,1.098158907907142989e-02,9.101163771349618514e-02,3.040822361146207076e-01,1.797934377111873039e-01,-7.733883055725687683e-02,8.614553172248284874e-01,5.561879450711508799e-01,1.690571738601807372e-01,-5.870191014408833396e+00,9.492242614093715503e-01,7.809365279888075273e-01,6.836911612532095561e-02,-4.671856085048475826e-01,7.931460243645087616e-01,1.027477154924155256e+00,1.106467256020250006e-01,-5.539205722793751896e-01,1.720969049865201939e-01,1.772600414910822098e-01,2.510357109345895746e-02,-4.297260323049933994e-01
1.673374263051896811e+09,9.854345321655273438e-01,1.097976126386246420e-02,1.502006191034968019e-01,1.030844698029307616e-01,1.284495271397128047e-01,-4.388899678391124937e-01,8.104109533465297943e-02,1.169180670292548685e+00,4.565201298438510968e-01,-2.142613002309352588e-01,4.660312932843524436e-02,1.204133939376626827e+00,3.926685348341799053e-01,-2.612262318785996129e-02,3.388538316565092856e-02,1.160825380360533288e+00,5.376123064955998787e-01,-6.214478634716948058e+00,1.089388610419068648e-01,2.225155507772117458e-01,5.177805965805856725e-02,-2.666963028144042624e-02
