1.682540934788038969e+09,9.862112998962402344e-01,9.963681661157242075e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.361924382979688986e-02,3.442000752775175587e-01,1.643154573210612757e+00,-4.707517732837378510e-01,2.362721199492634483e-02,3.089988187301587530e+00,3.506318448311922242e-02,-8.275427721420047789e-02,2.297278192643692485e-01,2.296031845566599561e+00,4.656097428950506378e-01,-6.160124866754211226e+00,3.205937423148288445e-01,1.990909793216823598e+00,6.372684416102478711e-01,-5.898277497681871040e+00,4.428898950338111540e-01,1.435050981583228413e+00,1.105427706028144774e+00,-5.437167245746747035e+00
1.682540943969007730e+09,6.080492734909057617e-01,7.203376015005424904e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.097803983289942664e-02,1.433095672081741156e-01,7.918319003275225976e-01,-5.295585297443499151e-01,1.879100361422985088e-01,4.550341948236640288e-01,2.737556608842968586e+00,-4.830405996743882824e-01,1.044330342344697016e-01,3.044327847533313314e+00,7.335267560449953983e-02,-1.886572936472079576e-01,6.491507835969212437e-02,3.047588131353937246e+00,4.012413102880146160e-02,-6.111946733719169522e+00,6.472772236161672410e-02,3.096109695379724247e+00,1.017398664734393277e-01,-5.829804154644481429e+00
1.682540944118607521e+09,7.460845708847045898e-01,7.350123351949733319e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.126625987346923097e-01,1.666429848982635686e-01,1.670498796347391901e-01,-4.882853834904481438e-01,2.585758950450243177e-01,7.195507124850115677e-01,2.504113855037402026e+00,-4.805008706875990576e-01,1.362466728405551386e-01,2.977112100291630536e+00,2.330301743470696574e-01,-1.449700425852942232e-01,8.939143326370890819e-02,3.026010328229586488e+00,1.378165849207745319e-01,-6.044028183651851904e+00,4.218436545297565843e-02,2.708534869956703783e+00,3.048290961334021998e-01,-5.791619359898264818e+00
1.682540944273194075e+09,6.157535314559936523e-01,6.823250565870075945e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.895813610070257837e-02,5.349714961029904126e-02,1.145180852012613881e-01,-5.157262999620826349e-01,1.245263196148327367e-01,4.221371844315983113e-01,2.305391699494223179e+00,-5.908898612762110147e-01,1.516436856685610124e-02,1.253971128510451560e+00,1.364440968235862695e+00,-2.922465770643229988e-01,4.740862028943748641e-03,1.406594180404702632e+00,1.302073472818548350e+00,-6.209784751794980906e+00,1.274802420218357213e-02,6.440599448051035347e-01,1.807245232020565417e+00,-5.976529105158533639e+00
1.682540944405838966e+09,9.175587892532348633e-01,6.580834165172966266e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.149917761965881802e-01,4.584385246892992982e-01,6.021812991297460504e-01,-5.260324119020070022e-01,3.391951815299516504e-01,6.668610114639510478e-01,1.227336654890423429e+00,-5.342559436295735154e-01,2.217738509907536404e-01,8.722677289783405952e-01,1.143446668548313783e+00,-3.222175386257823959e-01,1.989785112044804016e-01,9.393637543552066926e-01,1.085799216005116641e+00,-6.230553908119265571e+00,2.107167194012826705e-01,5.124490754600335984e-01,7.957770276480031768e-01,-5.971268738060590664e+00
1.682540944549454927e+09,9.206420183181762695e-01,6.230623727520701038e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.274964104791864727e-02,2.695716211504577409e-01,5.104900146908860625e-01,-4.056515194578964589e-01,3.764985880161129117e-01,6.889116692114868323e-01,7.247350710758646564e-01,-6.025047274349861759e-01,2.296604885640092242e-01,7.145029684270046699e-01,6.876489618612734445e-01,-4.438921169837919400e-01,1.675419613964783672e-01,6.815755470418889406e-01,6.083136941859496050e-01,-8.082164376477951606e-02,1.616223340948645948e-01,4.104105087565438903e-01,4.113840092676027127e-01,-6.101705428995900959e+00
1.682540944687087059e+09,8.381273746490478516e-01,5.801927028736386660e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.094112569471812790e-02,3.325090550286791125e-01,6.029989039070391410e-01,-5.354079534667088858e-01,4.039371372669644522e-01,6.322484378117828596e-01,5.472015147325797191e-01,-6.926555484159244713e-01,2.608315728182479809e-01,6.973151725170506632e-01,5.576037732835557037e-01,-4.113461605940345045e-01,2.210267351796515456e-01,7.483008732559759402e-01,7.723438713457521088e-01,-1.239390693810138444e-02,2.234179297065241876e-01,4.786899100253975137e-01,6.936394422741930521e-01,-5.923317170726855707e+00
1.682540944842671394e+09,9.417490959167480469e-01,5.839719278506905198e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.576581773910808337e-02,3.800803831586359038e-01,6.809771297167520610e-01,-5.176259166790502242e-01,5.426575662458543725e-01,7.994379154339592564e-01,5.702128645109990623e-01,-7.463372810026323023e-01,3.447554441526907709e-01,8.263256456881633571e-01,6.243706787115758106e-01,-5.070470909809570159e-01,2.791161968034088225e-01,8.867277740943959596e-01,7.146759989382446276e-01,-5.519971109424925970e-02,2.821446141862913315e-01,5.963383137104857346e-01,6.490146383999441104e-01,-5.943601668794473269e+00
1.682540944982297659e+09,9.170922636985778809e-01,5.086120661352389050e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.503712685948112693e-02,2.571692196394400054e-01,6.053760833898168547e-01,-4.839084998828817596e-01,4.594894036459669096e-01,5.933459146891264524e-01,3.684908879313524288e-01,-7.450693487535762216e-01,3.073525043212792518e-01,6.617708186688424643e-01,5.010214492398009645e-01,-5.308780483903037251e-01,2.307712595366564479e-01,7.125910463711585541e-01,6.658372852178376933e-01,-1.027914772396529841e-01,2.289040162927835631e-01,5.024509609197125304e-01,5.764852264082196420e-01,-5.982685371383179351e+00
1.682540945124916077e+09,8.912343382835388184e-01,5.079820627885922590e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.514663515262528293e-02,2.805160470520414173e-01,5.960118520160654354e-01,-4.764798345339293917e-01,3.620717414408676227e-01,4.574703004840843801e-01,2.499680581645525868e-01,-6.443623628042742801e-01,2.503976386068460513e-01,5.730930325888177190e-01,3.976540364494016710e-01,-4.398152801609898077e-01,2.158148629449674338e-01,6.190237156226321424e-01,5.455916619702747550e-01,-1.647393947170838757e-02,2.382707966820909462e-01,3.999184330245281194e-01,3.800803016048546201e-01,-5.905607427885094296e+00
