1.674233644534938812e+09,8.679266571998596191e-01,1.915833389186127889e-02,1.461897904730360409e-01,1.598803862966073630e-01,1.242068005710103978e-01,-3.393318386185546487e-01,9.822951922876299591e-02,1.085089694692646101e-01,3.273846194795954068e-02,-3.036246139064102678e-02,1.739200585740752203e-02,2.211199377271640121e-01,1.505961163900238799e-02,-6.185654675179019790e+00,3.022204981844778260e-02,1.434284423348425319e-01,7.432654982121902898e-02,-6.151821220756162667e+00,5.671851602517818947e-02,5.332016218916423023e-02,4.137852867854281691e-02,-6.127320738310204185e+00
1.674233649515780926e+09,6.693526506423950195e-01,2.343449311499012921e-02,9.123555424651552670e-02,1.863177484277004914e-01,3.912267626543787513e-02,-4.160333589574696234e-01,1.600542030037734875e-01,9.180723544040648998e-02,1.321726724160194287e-02,-6.126933755226303013e+00,1.786800437326832025e-01,2.194634796812732769e-01,2.423386979866993043e-02,-6.128993366948806809e+00,2.369531376875033679e-01,2.105256074038641678e-01,7.882949731130602100e-02,-6.104244287827812698e+00,2.883404339811503903e-01,1.223161752563183546e-01,3.424545312644115824e-02,-6.112466192919253416e+00
1.674233649637413263e+09,7.953023910522460938e-01,2.336876632754236738e-02,1.894975320457250589e-01,2.504747256569297975e-01,1.405867300253436092e-01,-3.944947187141387701e-01,1.779254621166015404e-01,1.086705671343358992e-01,2.925756878815492009e-03,-6.203523852132503791e+00,1.686302268175028374e-01,2.372319119470788218e-01,1.497882716590094240e-02,-6.192455142789597744e+00,2.290793839347342598e-01,2.288397207604468409e-01,5.770430122359398312e-02,-6.162877821001998768e+00,2.679567514969027897e-01,1.226289671619306271e-01,2.726844777517251767e-02,-6.160123968712976072e+00
1.674233649785380602e+09,7.394510507583618164e-01,2.185661323323062621e-02,1.245369398870002087e-01,2.073753461171061463e-01,1.253999320586412780e-01,-4.454506369573993929e-01,1.695813819376112974e-01,1.001043915135227391e-01,5.510164743017218619e-03,-6.178766079206113204e+00,1.787709767577294606e-01,2.191154659533614268e-01,3.017649854724024569e-02,-6.148050338913114032e+00,2.292424543974989071e-01,2.186575009786983215e-01,6.768368720305255326e-02,-6.122803206174721069e+00,2.697312481778824100e-01,1.263992369884117950e-01,3.268664493415739114e-02,-6.153761558671227760e+00
1.674233649926506996e+09,7.484474182128906250e-01,2.290645347703068602e-02,1.205979530334939653e-01,2.092687675890075316e-01,3.533841722004590208e-02,-4.683633664871482694e-01,1.334209745758885290e-01,1.632747312435195997e-01,1.479571203208633785e-02,-6.191430843278789453e+00,1.121801555531170003e-01,3.221552429355174496e-01,1.809122860294529525e-02,-6.117261684985685122e+00,1.719678089433265278e-01,2.913670730703435408e-01,2.492588838827009684e-02,-6.108734660370030767e+00,2.509320905782286282e-01,1.828105203045060079e-01,2.043289371765343379e-02,-6.143572805430675743e+00
1.674233650063497066e+09,7.004812955856323242e-01,2.203153961842274633e-02,1.293076158384036667e-01,1.677055858956975898e-01,1.169054508625054639e-01,-4.358927603585098787e-01,1.679442921916396436e-01,1.080019945266597475e-01,2.228855535818943974e-03,-6.144916943643309537e+00,1.862158328580831856e-01,2.464224894343146899e-01,2.962426646874251682e-02,-6.093952372363606429e+00,2.249661753627316685e-01,2.408428477245459221e-01,5.983034981830064047e-02,-6.087223754945457976e+00,2.712776061183239662e-01,1.416316686952619197e-01,1.421865347927313283e-02,-6.128562695292420592e+00
1.674233650180158615e+09,6.168357133865356445e-01,2.076338021298651526e-02,1.097793541822666974e-01,1.704245199114930720e-01,6.282426407373895016e-02,-4.275626683648039439e-01,1.771469945591048756e-01,1.607541039994190291e-01,1.711814117455910970e-03,-6.160494476658222140e+00,1.829452439661598540e-01,2.999507936301056832e-01,4.819983445622013501e-02,-6.110710114554715133e+00,2.281217553603434034e-01,2.925887859234105326e-01,7.059560132517185560e-02,-6.118541421119768842e+00,2.848175779022366072e-01,1.599039631423439245e-01,4.294713585572382947e-02,-6.169526960404443372e+00
1.674233650317839861e+09,8.554864525794982910e-01,2.396772304376737495e-02,1.062705780213497597e-01,2.375945281385453411e-01,3.075629502789105005e-02,-5.146920600807898261e-01,1.182637170778577662e-01,1.590606364926692995e-01,5.151835684088815551e-03,-6.226540221045219425e+00,7.944035842907037903e-02,3.246508888428698558e-01,4.251505664010547803e-02,-6.157864494399988509e+00,1.446897978716186195e-01,2.833454027310605694e-01,2.989188049975893824e-02,-6.126291853042221902e+00,2.371454496063987172e-01,1.573340589050573612e-01,4.236688805190687301e-02,-6.149317012137228033e+00
1.674233650467864275e+09,8.135290741920471191e-01,2.591878173834682997e-02,3.357768031844576839e-02,1.699328095756010570e-01,7.956947502603940042e-03,-3.598492618595026116e-01,1.677752991190866183e-01,7.031414527785506685e-02,1.393079484817310969e-02,-7.582555032461257838e-02,1.159916755316516834e-01,1.589154000171359715e-01,1.638810032064445116e-02,-1.998391039494196164e-02,1.424102941386378163e-01,1.715057697057806030e-01,6.453264830648680617e-02,-6.271353567065960810e+00,1.480720017246652809e-01,8.293394331419430554e-02,5.195558921240556877e-02,-6.255871530887652909e+00
1.674233650600803614e+09,9.538055658340454102e-01,1.998970436435743014e-02,5.251145003053903082e-03,9.664527814607219713e-02,5.920106883528227643e-02,-2.716606496767521861e-01,1.777861189183411739e-01,1.072711287418617460e-01,1.616118039995866063e-02,-7.858835657373841599e-02,1.406207563187789056e-01,2.095955158840001886e-01,5.996736276552202052e-03,-5.625590267334779071e-03,1.432062001339997614e-01,2.079654358712570150e-01,2.563508453252463098e-02,-6.218526569183215003e+00,1.540189127002804526e-01,1.943425434946517705e-01,6.873045140693534449e-02,-6.080265390850654761e+00
